"txid","refid","time","type","subtype","aclass","asset","amount","fee","balance"
"LJL47X-S2ICF-LAKJXQ","TSCAOFP-X4EGG-F5L2RQ","2022-06-30 18:46:46","receive","","currency","XLM",2319.27849000,0,7453.58606000
"LZUO5Z-IMBWE-ANTPDZ","ST55PSF-2LL6B-WDKUS4","2022-07-03 03:05:16","staking","","currency","ETH2",0.0000126240,0,0.0012335910
"LZE4QM-WDRNE-276WWV","ST7SHQK-4YF33-W2K6B5","2022-07-10 03:05:30","staking","","currency","ETH2",0.0000126340,0,0.0012462250
"L6L4W7-ZLHYW-RQWZIO","FTebYF2-KckLGLmpmeZ6e7TG1eZ0nC","2022-07-10 23:43:33","deposit","","currency","EUR.HOLD",500.0000,19.0000,481.0000
"LCMX2Q-7ILLM-74UCBO","TS6P46J-XUKVI-PGC3NV","2022-07-10 23:43:34","spend","","currency","EUR.HOLD",-473.8900,7.1100,0.0000
"LKWLVA-PCLOZ-DOMK4T","TS6P46J-XUKVI-PGC3NV","2022-07-10 23:43:34","receive","","currency","XRP",1481.88382000,0,1481.88382227
"LR327A-HNQ64-55KXDP","FTZYqwe-XOdu5IYMWTVsUzP5xKAtty","2022-07-10 23:46:37","withdrawal","","currency","XRP",-1481.86382000,0.02000000,0.00000227
"LDDNEI-HECVX-QXWHXO","FTAZUJU-zeDCmXjRV3Inv2r87nokxB","2022-07-10 23:59:09","withdrawal","","currency","XLM",-7453.58506000,0.00100000,0.00000000
"LDSXAQ-YMWMS-NPO64D","STPBBAL-ZY3OA-CL6NGZ","2022-07-17 03:10:08","staking","","currency","ETH2",0.0000125920,0,0.0012588170
"LSV7GV-FZOGB-AMFV2J","FTQswkU-PvZfnnGKi7FVqZ5B3rDw9e","2022-07-17 12:49:06","deposit","","currency","EUR.HOLD",961.7800,36.3200,925.4600
"LEQKHR-UWR5T-I76IP6","TSBZTMH-MJCCL-OPHMGC","2022-07-17 12:49:07","spend","","currency","EUR.HOLD",-911.7800,13.6800,0.0000
"LGM7MH-LP5JD-GWQ5S5","TSBZTMH-MJCCL-OPHMGC","2022-07-17 12:49:07","receive","","currency","XRP",2616.00000000,0,2616.00000227
"LX2KL5-GMWPO-LWIY7L","FTMcENl-6bn00PLzwm6DOcPPT9w0kx","2022-07-17 12:51:50","withdrawal","","currency","XRP",-2615.98000000,0.02000000,0.00000227
"LTEYTV-5XE75-PYSS2G","STFZIPR-2QZP7-3ZVW7Z","2022-07-24 03:08:27","staking","","currency","ETH2",0.0000126200,0,0.0012714370
"LTAB6G-HLNA7-FF2USS","FTUuMtw-SK6FA3Uc8DvHWbVmmJ20EQ","2022-07-27 13:24:09","deposit","","currency","EUR.HOLD",2000.0000,75.2500,1924.7500
"LPMQ66-OL6UH-TPHOYA","TS3QRIJ-U5Y2C-GXHDIS","2022-07-27 13:24:10","spend","","currency","EUR.HOLD",-1896.3100,28.4400,0.0000
"LPYT6J-GFYCU-5SH6GD","TS3QRIJ-U5Y2C-GXHDIS","2022-07-27 13:24:10","receive","","currency","XRP",5708.49640000,0,5708.49640227
"LX2P4Z-HCD54-2SWF7K","FTdStWq-H2iL2E5kt0wSHirJ2gmsk7","2022-07-27 13:26:51","withdrawal","","currency","XRP",-5708.47640000,0.02000000,0.00000227
"LXRHSQ-VGGB6-TXKFSD","FTfuDjf-YGFBIwAGCOPsWFqaG1JV0D","2022-07-30 15:36:49","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LHB57W-RYPI2-WHWNXG","TSAWJCY-NI2FE-RH5J22","2022-07-30 15:36:50","spend","","currency","EUR.HOLD",-948.0300,14.2200,0.0000
"L2K5R3-DAAAV-RWV3O3","TSAWJCY-NI2FE-RH5J22","2022-07-30 15:36:50","receive","","currency","XRP",2403.90828000,0,2403.90828227
"LHPQKV-VLZK3-STOMFN","FTjJJFA-GEioAMHg5OgFxdOBhCsAis","2022-07-30 15:39:18","withdrawal","","currency","XRP",-2403.88828000,0.02000000,0.00000227
"LMD6HU-QGZXX-6YCLGO","STSH2SM-JD4Z7-I4TNFU","2022-07-31 03:01:49","staking","","currency","ETH2",0.0000125660,0,0.0012840030
"LCAGUB-EVFZ5-NH4MTA","FTGHFJs-XPROOkn68eYJrfhs4ojhsv","2022-08-06 09:21:49","deposit","","currency","EUR.HOLD",733.0400,27.7400,705.3000
"LCBW57-HPAKD-YR4IK4","TSGP56C-2R5TQ-BCCAGC","2022-08-06 09:21:51","spend","","currency","EUR.HOLD",-694.8800,10.4200,0.0000
"LU3FC6-CBV4N-CYK4GP","TSGP56C-2R5TQ-BCCAGC","2022-08-06 09:21:51","receive","","currency","XRP",1888.00000000,0,1888.00000227
"LZRO25-4IOVP-GBLT3R","FTWolXR-QvtLiM6ME1u3CI6kxW8uEQ","2022-08-06 09:24:24","withdrawal","","currency","XRP",-1887.98000000,0.02000000,0.00000227
"L7K7WA-3Q6TM-C7DD5I","STDBGRL-7A33A-RTNSJC","2022-08-07 02:54:31","staking","","currency","ETH2",0.0000126420,0,0.0012966450
"LH6BBH-UTHJU-S7IMGQ","FTQwWHN-ZidpFqKupGEno3GFGkUtuk","2022-08-08 20:13:01","deposit","","currency","EUR.HOLD",1000.0000,37.7500,962.2500
"LEZQCD-6BY2L-4VXXFQ","TSGEN7H-VKA4W-TL27RT","2022-08-08 20:13:03","spend","","currency","EUR.HOLD",-948.0300,14.2200,0.0000
"LMWDFZ-EMXQG-WDFQXP","TSGEN7H-VKA4W-TL27RT","2022-08-08 20:13:03","receive","","currency","XLM",7156.52551000,0,7156.52551000
"LIIIJK-N2IMH-IZOHDZ","FTV2ngf-1HyzoZtX8XFNwcmW3G1e3C","2022-08-08 20:17:37","withdrawal","","currency","XLM",-7156.52451000,0.00100000,0.00000000
"LDB666-X3KIR-5QY565","STHPQGC-46FOP-A7FWAA","2022-08-14 02:55:06","staking","","currency","ETH2",0.0000126210,0,0.0013092660
"LVFQCM-T2J4J-2436FH","FTXh39J-fND7hOCuFWMULgbx0X9eW4","2022-08-18 09:29:29","deposit","","currency","EUR.HOLD",2000.0000,75.2500,1924.7500
"LENBCQ-H54DQ-SF7W2K","TSSHRY5-VE5MG-EURDMC","2022-08-18 09:29:30","spend","","currency","EUR.HOLD",-1896.3100,28.4400,0.0000
"LH4NFI-65HXS-VJJKYN","TSSHRY5-VE5MG-EURDMC","2022-08-18 09:29:30","receive","","currency","XRP",5128.06030000,0,5128.06030227
"LD5FHU-DHED3-MIBGMU","FTTkjf6-yxIlrnetYppJiCg8aw0JpF","2022-08-18 09:38:55","withdrawal","","currency","XRP",-5128.04030000,0.02000000,0.00000227
"LRGB4P-GHUR5-I7CCUZ","STM4MVV-XKFFB-RY33UH","2022-08-21 02:58:31","staking","","currency","ETH2",0.0000125130,0,0.0013217790
"LOFLBG-DAW4I-6LYK7X","ST7NLPI-PR5IL-GX74C7","2022-08-28 03:07:25","staking","","currency","ETH2",0.0000124730,0,0.0013342520
"LR2ELL-LNJQH-6TJKYG","FTjRyCG-Md9dwZJGgamBfD4tA8PbLA","2022-08-28 17:32:16","deposit","","currency","EUR.HOLD",1780.0000,67.0000,1713.0000
"LGV5FH-LUXYZ-2MOEOH","TS2XA6Z-FIQGG-C5Z2DE","2022-08-28 17:32:17","spend","","currency","EUR.HOLD",-1687.6800,25.3200,0.0000
"L7XUER-W2AGU-MNPPUW","TS2XA6Z-FIQGG-C5Z2DE","2022-08-28 17:32:17","receive","","currency","XRP",5011.08919000,0,5011.08919227
"LQMQ3P-RZFB5-GXVHET","FTRxOgG-JjfDnkXWJ2f4CgrE7PIcnQ","2022-08-28 17:36:21","withdrawal","","currency","XRP",-5011.06919000,0.02000000,0.00000227
"L45NDI-NGH54-WGOPNQ","STIGA4G-QJKPS-D36YJQ","2022-09-04 03:01:38","staking","","currency","ETH2",0.0000125240,0,0.0013467760
"LVUWRA-S6TDW-SXGQ5O","STBDOAN-2WJF7-VLCLQX","2022-09-11 01:53:08","staking","","currency","ETH2",0.0000123560,0,0.0013591320
"LUHITB-CUU2W-FBBKNF","FTTwdK4-SFzbZCVEnCxZBc7OvFfxbd","2022-09-17 22:40:35","deposit","","currency","EUR.HOLD",2000.0000,75.2500,1924.7500
"LJ73GM-U7FOE-2JDLKN","TSJFZ2B-PD4ZK-GMOOFG","2022-09-17 22:40:36","spend","","currency","EUR.HOLD",-1896.3100,28.4400,0.0000
"LTAGRD-S6RM6-ZIBPP7","TSJFZ2B-PD4ZK-GMOOFG","2022-09-17 22:40:36","receive","","currency","XRP",5043.97822000,0,5043.97822227
"LEVVNO-JZXK6-SBC2EU","FTTJlTY-wuR5ZySe7BDhcuKs8tTSZq","2022-09-17 22:44:10","withdrawal","","currency","XRP",-5043.95822000,0.02000000,0.00000227
"LFTBOJ-FROIO-JSJXPA","ST5LFXF-3THQF-2HCYJH","2022-09-18 01:56:25","staking","","currency","ETH2",0.0000122630,0,0.0013713950
"LKYEIV-KIKZW-QLHDTN","STI3M2L-UVN2E-L2KHS3","2022-09-25 02:02:07","staking","","currency","ETH2",0.0000122220,0,0.0013836170
"LCUNSO-LMKRX-KVIMKE","STS4CCL-553HA-GRAOUO","2022-09-25 13:21:15","staking","","currency","ETH",0.0000065340,0,0.0000065340
"LQKMUT-YJHY6-5NPJVL","FTRP4lc-aSs8m2fqOlON7z8ry2EFRf","2022-09-26 06:59:36","deposit","","currency","EUR.HOLD",3000.0000,112.7500,2887.2500
"LPPKQF-WAGLB-MVCZDY","TS2T6ZT-CNGCB-PKUY4F","2022-09-26 06:59:37","spend","","currency","EUR.HOLD",-2844.5800,42.6700,0.0000
"L5FAQY-XCAZS-EWAK6W","TS2T6ZT-CNGCB-PKUY4F","2022-09-26 06:59:37","receive","","currency","XRP",5903.58120000,0,5903.58120227
"L4HKI2-FFYUL-MBYZZ2","FTaOJjt-a1R6PjQ9yMJRxrp9h9FcaF","2022-09-26 07:01:59","withdrawal","","currency","XRP",-5903.56120000,0.02000000,0.00000227
"LPLFYG-WEJFB-WMF2K6","STMNINN-AN2QM-VWHXNO","2022-10-02 02:02:04","staking","","currency","ETH2",0.0000121630,0,0.0013957800
"LRWZ2Y-56LEH-OGP4Y7","ST2UDW7-BJKKR-NCYTXQ","2022-10-02 02:08:08","staking","","currency","ETH",0.0000043960,0,0.0000109300
"LHQKEZ-NIOZJ-PON252","STUSDBY-IA7BD-TAUCAY","2022-10-09 01:58:48","staking","","currency","ETH2",0.0000120240,0,0.0014078040
"LMKPDS-2LGGQ-D6JK63","STOXFLM-TYBZY-UQDS7F","2022-10-09 02:08:01","staking","","currency","ETH",0.0000036720,0,0.0000146020
"L37UNU-FAEXV-3NIK54","ST4N5JA-CEKDH-UWQDT6","2022-10-16 03:00:29","staking","","currency","ETH2",0.0000121560,0,0.0014199600
"LBBCOY-2RY5E-GPQ2D4","STEHWBP-4JTJW-TWXGKZ","2022-10-16 04:41:51","staking","","currency","ETH",0.0000035730,0,0.0000181750
"LNWZSY-ZT2JT-X4NRLE","ST6XY7H-4F7GQ-LZM27C","2022-10-23 03:15:14","staking","","currency","ETH2",0.0000120500,0,0.0014320100
"LF4HPP-5E7P7-NJYERW","STQZUQS-2MO65-UN3E27","2022-10-23 05:12:44","staking","","currency","ETH",0.0000044990,0,0.0000226740
"LG4FON-RXKMX-YUMFXX","STLKGOJ-XEBOH-IJY64U","2022-10-30 02:37:11","staking","","currency","ETH2",0.0000119130,0,0.0014439230
"LKNN4F-EXUSH-AXLMOI","STCUVKM-7CFGA-ZHG2KK","2022-10-30 02:37:59","staking","","currency","ETH",0.0000042950,0,0.0000269690
"L6AQIF-AY27I-3GIKLF","STRXGK6-O226P-2VBWRF","2022-11-06 01:54:02","staking","","currency","ETH2",0.0000118520,0,0.0014557750
"LSQHSP-OBQ6Y-KG3HAT","STD53P3-4ZUPN-BQCOUK","2022-11-06 02:02:03","staking","","currency","ETH",0.0000085870,0,0.0000355560
"LC2W4R-XAX7O-KFPURS","STJAZB6-ZBSSC-4SSAEI","2022-11-13 01:54:17","staking","","currency","ETH2",0.0000118010,0,0.0014675760
"LM63CR-U455X-TVY4RW","STURSRN-WHLWW-MPL4B7","2022-11-13 02:01:59","staking","","currency","ETH",0.0000173680,0,0.0000529240
"LQYKTJ-7GT3O-SCVITT","FTL1caB-lGDE7VhCFZxxYqAekWvy0N","2022-11-19 15:26:39","transfer","spottostaking","currency","ETH",-0.0000529240,0,0.0000000000
"LTDY4B-2BNAX-ZAAYKQ","STDY42S-W5R4T-DSQV22","2022-11-20 01:54:24","staking","","currency","ETH2",0.0000116620,0,0.0014792380
"LZGKRJ-6I7JU-TUT7GP","FTY0nL1-ornHk3oRWzJmzsvzzoue5Z","2022-11-20 04:29:34","transfer","stakingfromspot","currency","ETH2.S",0.0000529240,0,0.0172629240
"LJZKC7-MOSKU-ZIAOF6","STDKENB-QGOTU-OODHS6","2022-11-20 16:33:42","staking","","currency","ETH",0.0000062990,0,0.0000062990
"LPN226-H4ERI-FTHO4N","STYWLMQ-TZIJU-MZDJO5","2022-11-27 01:54:21","staking","","currency","ETH2",0.0000116690,0,0.0014909070
"LEYRTN-2AK2F-B4HKMP","STFMD4W-CCXMY-CBKRMV","2022-11-27 02:01:48","staking","","currency","ETH",0.0000057520,0,0.0000120510
"LFT7ZW-MMNR7-GM2ETR","FTLckwp-0LoZGcymeuZEgbMfmzgp4n","2022-11-29 11:15:12","transfer","spottostaking","currency","GRT",-63.9801900000,0,0.0000000000
"L7VB2D-TSM6S-YKHTZF","FTR8Kxz-rAE75ouLhHRIQFDOMQbqOz","2022-11-29 11:16:01","transfer","stakingfromspot","currency","GRT.S",63.9801900000,0,63.9801900000
"LBHQYT-I2Z4D-NVWVG3","FTeBIa9-LGboArkwL3cux8gwK6ZLcZ","2022-11-29 11:18:07","transfer","spottostaking","currency","XTZ",-0.00320800,0,0.00000000
"LFEXQI-CCOQI-2SS3EF","FTDsh9l-D6O6JzawqLJTuJgD8n89A2","2022-11-29 11:18:51","transfer","stakingfromspot","currency","XTZ.S",0.00320800,0,0.00320800
"LJSJR3-2QMQC-K4DCCV","STXI2VV-KJC6Y-WIS5LJ","2022-12-04 01:54:26","staking","","currency","ETH2",0.0000115400,0,0.0015024470
"LOOOJQ-HH7X7-FGKORS","STASUG6-FRRAG-7OCHBQ","2022-12-04 02:01:37","staking","","currency","ETH",0.0000053490,0,0.0000174000
"L7W3WH-5BTCB-CHW57P","STGGXCK-KVQDD-MXLNGD","2022-12-05 01:53:18","staking","","currency","XTZ.S",0.00000100,0,0.00320900
"LL43UE-OFIFR-HA5JTP","STAV7TQ-TZLNT-352FXV","2022-12-06 04:23:02","staking","","currency","GRT.S",0.1173139400,0,64.0975039400
"LEWDAO-FQYID-HUJ4X5","ST6ETMP-YVEN6-GBLIW6","2022-12-08 01:48:55","staking","","currency","XTZ.S",0.00000100,0,0.00321000
"LVYEPG-4YBDC-Y5OGNX","STTOBFS-U7LFC-F3FYRL","2022-12-11 01:57:18","staking","","currency","ETH2",0.0000114990,0,0.0015139460
"LNKCTO-WHNLW-JJOCNA","STKUTKY-VDGJA-BYPCC3","2022-12-11 02:01:48","staking","","currency","ETH",0.0000033630,0,0.0000207630
"LVRPBW-56BK4-AN2VBE","ST7FDNO-XJKLS-5KG5YG","2022-12-12 02:08:56","staking","","currency","XTZ.S",0.00000100,0,0.00321100
"LGVYAZ-A6FG2-3X62FU","STNYC43-YHCAL-FYBQWD","2022-12-13 04:11:04","staking","","currency","GRT.S",0.1228421400,0,64.2203460800
"L34BD3-ZPXFZ-66YQQD","ST75OTI-EWU7G-MXSYXZ","2022-12-15 01:58:51","staking","","currency","XTZ.S",0.00000100,0,0.00321200
"LMRWBP-X3ASD-HZ5BYX","STKKDBD-3BNKZ-F2LTQK","2022-12-18 01:57:25","staking","","currency","ETH2",0.0000115560,0,0.0015255020
"LSL2B7-5KQHX-7EZNZF","STLGJ3Q-O6FS6-DYQ2U5","2022-12-18 02:01:51","staking","","currency","ETH",0.0000043040,0,0.0000250670
"LWDY4S-XJJH6-JRQJNI","STG5U6K-DTTS3-BWEHYD","2022-12-19 02:01:48","staking","","currency","XTZ.S",0.00000100,0,0.00321300
"LRWLCT-BYDRU-QU3BJQ","STGTBDQ-2NZIM-EDVLX4","2022-12-20 04:10:43","staking","","currency","GRT.S",0.1230778800,0,64.3434239600
"LPX66X-BUUKT-E3UB3J","STBYGDB-2AIJE-A6YIK5","2022-12-22 01:55:39","staking","","currency","XTZ.S",0.00000100,0,0.00321400
"LP664W-RHH6O-4NYA64","STJTZPL-UTVV2-336W6L","2022-12-25 01:57:36","staking","","currency","ETH2",0.0000115180,0,0.0015370200
"LQS5A4-L62DY-S22XRC","STBJSDC-72J72-IOGS7N","2022-12-25 02:02:09","staking","","currency","ETH",0.0000027690,0,0.0000278360
"L3A67U-AUZNO-3RLYTI","STSS2XU-WMQZH-Y4I7CF","2022-12-26 02:03:34","staking","","currency","XTZ.S",0.00000100,0,0.00321500
"LHMM4R-UQTXW-HESTN5","STJ5KBD-MPDXS-NQR7RW","2022-12-27 04:11:53","staking","","currency","GRT.S",0.1233138400,0,64.4667378000
"LV5GCW-5UTRA-CCVZD2","STLSKRL-BS5ZV-SDUD6D","2022-12-29 01:57:16","staking","","currency","XTZ.S",0.00000100,0,0.00321600
"LV67UB-DFYSN-MC2XKD","STX7XSL-U3ASW-GUW6SL","2023-01-01 01:58:53","staking","","currency","ETH2",0.0000115190,0,0.0015485390
"LKS7C2-4JK6T-HY4TMJ","STAXDZP-LAZXL-2XAMQA","2023-01-01 02:02:14","staking","","currency","ETH",0.0000030330,0,0.0000308690
"L7KWRW-DE3AT-M4H5L6","STUZ2OJ-REO7E-P5SCO6","2023-01-02 02:05:18","staking","","currency","XTZ.S",0.00000100,0,0.00321700
"LLQ3KS-R6GRU-C6O2DG","STTS2KV-QAX7T-XM3TE4","2023-01-03 04:11:32","staking","","currency","GRT.S",0.1235504100,0,64.5902882100
"LY5XXV-YOAEI-SSV23Y","STTIOAN-MIZPA-I2Q3PX","2023-01-05 01:55:05","staking","","currency","XTZ.S",0.00000100,0,0.00321800
"LMPFFP-4CWEO-IKR4XW","STDTGV6-RILEJ-7FFU47","2023-01-08 01:58:32","staking","","currency","ETH2",0.0000115310,0,0.0015600700
"LM5VBR-PCTBL-GIKT76","ST5A77W-COUSG-Y3MVY5","2023-01-08 02:02:15","staking","","currency","ETH",0.0000045710,0,0.0000354400
"LHJGIB-6GA2X-WGWNOH","ST2Q3GS-PHYHE-LAL5RX","2023-01-09 02:01:48","staking","","currency","XTZ.S",0.00000100,0,0.00321900
"L4VY76-G2OKN-5VPAI2","STI2CNU-RE7TL-I3EC55","2023-01-10 04:10:41","staking","","currency","GRT.S",0.1237864100,0,64.7140746200
"LRENDE-YUE6H-GFWZ4N","STZ6ROX-7CJDJ-72EL24","2023-01-12 01:55:50","staking","","currency","XTZ.S",0.00000100,0,0.00322000
"LY5J47-7ZBTF-WPP2BK","STO7T27-LRRFL-RJKVZA","2023-01-15 01:59:03","staking","","currency","ETH2",0.0000113480,0,0.0015714180
"LFJNCU-MVL6N-RB33GN","ST77POV-6HETD-ANTQQY","2023-01-15 02:02:17","staking","","currency","ETH",0.0000057190,0,0.0000411590
"L25O7N-PGM7Y-SFC5UV","STTVD4H-GCWEA-EWGXEP","2023-01-16 02:03:52","staking","","currency","XTZ.S",0.00000100,0,0.00322100
"L4A52Y-DNSLU-6YHIF2","ST23MWM-S3LTW-OPE2GW","2023-01-17 04:13:04","staking","","currency","GRT.S",0.0992193900,0,64.8132940100
"LDMKJR-HWMKF-4HSRF5","STVLNII-W6ELJ-RSVNXO","2023-01-19 01:55:15","staking","","currency","XTZ.S",0.00000100,0,0.00322200
"LIRHW6-EJBGD-TD7NBO","STDUPBV-E6B5B-GGRPND","2023-01-22 01:58:43","staking","","currency","ETH2",0.0000114490,0,0.0015828670
"L2QKMS-6YPHO-R3TCBJ","STDEZJN-AGYQP-HCQ4SW","2023-01-22 02:02:16","staking","","currency","ETH",0.0000068490,0,0.0000480080
"LSXDIF-6SAUW-QZBXKX","STULEH5-U5QR2-AZEWYQ","2023-01-26 03:57:05","staking","","currency","GRT.S",0.0478556200,0,64.8611496300
"LAVTGV-PVNL5-PAGLB6","STKOKPJ-L76TZ-NJWLYQ","2023-01-26 05:38:17","staking","","currency","XTZ.S",0.00000300,0,0.00322500
"L35ZM3-6W5LJ-GK3NQC","STS2TTU-2ECOE-7ZKRTV","2023-01-29 01:59:27","staking","","currency","ETH2",0.0000114420,0,0.0015943090
"LFD5AI-ACDGC-PWDVCL","ST6ZFL5-P6Z3I-HGFUHM","2023-01-29 02:02:45","staking","","currency","ETH",0.0000045280,0,0.0000525360
"L62BSP-TPPZ4-5OPTQM","STYQKXC-LL7FM-X5XRCO","2023-02-02 03:41:43","staking","","currency","XTZ.S",0.00000300,0,0.00322800
"LHEEVB-JAWKB-R3LNQC","STILBBD-JOBCJ-AGMV5K","2023-02-02 03:47:17","staking","","currency","GRT.S",0.0372918300,0,64.8984414600
"LCPWNU-EW4GL-EAZETH","STAZFL5-TVKRK-FAFX46","2023-02-05 01:59:30","staking","","currency","ETH2",0.0000113140,0,0.0016056230
"LGUWLH-DYZJC-MHUULJ","STG4TCG-XWSXQ-TIIUVR","2023-02-05 02:02:25","staking","","currency","ETH",0.0000045600,0,0.0000570960
"LQ7RXI-TVXAE-ZLSBGA","ST3WNYL-Q67K2-LQFPZM","2023-02-09 03:41:50","staking","","currency","XTZ.S",0.00000300,0,0.00323100
"LARFZ5-D24XS-45QLEY","STEPD4Z-QWUJ4-5TSCNS","2023-02-09 03:47:09","staking","","currency","GRT.S",0.0373132700,0,64.9357547300
"L5VTTE-Z7EBD-LZ3MZG","STSM4IA-QPTUT-VPHPNJ","2023-02-12 01:59:29","staking","","currency","ETH2",0.0000113190,0,0.0016169420
"L3UL7P-XVZRM-JZKDWS","STIQVVH-2L63C-HWC4SD","2023-02-12 02:03:22","staking","","currency","ETH",0.0000045020,0,0.0000615980
"LDDUM7-ANJYJ-L5DCYT","STAQTTF-UJY4L-OAD4WW","2023-02-16 03:42:15","staking","","currency","XTZ.S",0.00000300,0,0.00323400
"LC67LY-6AZBS-FA2WWX","STDYDDQ-R3VJL-GBP7QJ","2023-02-16 03:47:36","staking","","currency","GRT.S",0.0373347100,0,64.9730894400
"LYM675-EK4HA-6DDLPE","STLZHUH-YHA2R-NYSN6U","2023-02-19 02:00:10","staking","","currency","ETH2",0.0000112690,0,0.0016282110
"LL2M2I-MH2AI-VFUTUG","STZ5QXP-E4CDI-F2QGO3","2023-02-19 02:03:51","staking","","currency","ETH",0.0000052590,0,0.0000668570
"LVCX73-534P2-5K25ZI","STUVVJP-XL52F-Q5D3W7","2023-02-23 03:41:16","staking","","currency","XTZ.S",0.00000300,0,0.00323700
"L56XGR-ZFXB4-OWMHXD","STGMZKQ-TW6O6-6YIQ2A","2023-02-23 03:47:41","staking","","currency","GRT.S",0.0373562300,0,65.0104456700
"LCLCML-IKK3L-N2UUEW","STGXBYU-3RISX-G72QRV","2023-02-26 02:00:37","staking","","currency","ETH2",0.0000111250,0,0.0016393360
"LCVLLP-GTYF6-EHBJ2G","ST2Y7XV-56IJT-YUN3HC","2023-02-26 02:03:55","staking","","currency","ETH",0.0000046880,0,0.0000715450
"LQHYTK-VZK6D-YUQM6P","STSYK5I-ISF7F-VWE5FO","2023-03-02 03:40:58","staking","","currency","XTZ.S",0.00000300,0,0.00324000
"LM4FGB-JWWFK-OLZL3W","STFXCS6-RAVJL-F5G6O5","2023-03-02 03:47:58","staking","","currency","GRT.S",0.0373777100,0,65.0478233800
"LFZVVX-4YSYX-3K7F4S","STEZINO-JSO6K-6QZHSQ","2023-03-05 02:01:14","staking","","currency","ETH2",0.0000111300,0,0.0016504660
"LU5ILR-VN5L2-WIUYBT","STJNX7V-YNKC6-XNGMVI","2023-03-05 02:03:42","staking","","currency","ETH",0.0000045520,0,0.0000760970
"LS3SYV-6D3PK-3JD3KG","ST4ZVBH-WEXFQ-QUZQDC","2023-03-09 03:41:01","staking","","currency","XTZ.S",0.00000300,0,0.00324300
"LMXZWM-ABSHA-UHA3NK","STFQS6W-LSNTQ-TU2YQN","2023-03-09 03:47:36","staking","","currency","GRT.S",0.0373992100,0,65.0852225900
"LDIIMM-MJVEA-WI574P","STQIT4W-2GFG4-SIJ62V","2023-03-12 02:01:42","staking","","currency","ETH2",0.0000109220,0,0.0016613880
"L3TJSZ-NXBLY-34GME6","STLCLVG-LLNVC-JNV4VV","2023-03-12 02:04:05","staking","","currency","ETH",0.0000097710,0,0.0000858680
"LWLW45-USUJC-FWRGXT","STFEXSC-3SJBJ-WKYEFM","2023-03-16 03:41:33","staking","","currency","XTZ.S",0.00000300,0,0.00324600
"LW4MVC-HZUEY-GFRGYX","STONHXZ-36SFF-GAXFNR","2023-03-16 03:47:52","staking","","currency","GRT.S",0.0374207200,0,65.1226433100
"LPYV36-4OG33-UHRQOP","STBXXPA-7EUGU-FB6BAR","2023-03-19 01:51:00","staking","","currency","ETH",0.0000066515,0,0.0000925195
"LSD7LB-ZYGY4-3TYMDK","STZTLLL-WTRAO-WEQJ2R","2023-03-19 02:18:55","staking","","currency","ETH2",0.0000108917,0,0.0016722797
"LAWOZ5-SD7RX-DH34GR","ST4JE33-TUES5-WH3CFZ","2023-03-23 03:41:02","staking","","currency","XTZ.S",0.00000300,0,0.00324900
"LBN67W-HRW5V-OGCPVZ","STRDBRF-OS53R-AX5O6N","2023-03-23 03:47:57","staking","","currency","GRT.S",0.0374421700,0,65.1600854800
"LH5OQG-NZRVG-PO4AED","ST7KLJT-2BIOH-BSX5VF","2023-03-26 01:50:54","staking","","currency","ETH",0.0000098667,0,0.0001023862
"LNBIL3-Q7TZD-F55WLZ","STMCYNN-Q4BOC-LTDSKW","2023-03-26 02:20:29","staking","","currency","ETH2",0.0000109154,0,0.0016831951
"LQHOGG-GKH4L-L2ESMP","STMLWMW-AIZFV-BPBWLW","2023-03-30 03:40:43","staking","","currency","XTZ.S",0.00000300,0,0.00325200
"LBP7BV-5SUYI-4PGV4V","ST37KRE-34P3T-UGKFJY","2023-03-30 03:47:41","staking","","currency","GRT.S",0.0312197500,0,65.1913052300
"LWPRSX-TJWCZ-PPCPWO","STZC4UL-OOAAZ-7NZMCL","2023-04-02 01:50:45","staking","","currency","ETH",0.0000035301,0,0.0001059163
"LQ5T6W-MOXWZ-AZEDBF","STKFMVH-3UQKC-ZSLUK2","2023-04-02 02:20:21","staking","","currency","ETH2",0.0000108262,0,0.0016940213
"LV4VAF-OPTYB-FKV7QN","STHW3XJ-LICSL-R7G3XY","2023-04-06 03:40:51","staking","","currency","XTZ.S",0.00000300,0,0.00325500
"LOO2EH-PL5MC-SBN4UL","STIVOVT-6PZOM-JVNGZV","2023-04-06 03:47:13","staking","","currency","GRT.S",0.0312347100,0,65.2225399400
"L2TA5Q-ARACO-B2ZL4R","STZRJOB-7B4SL-D2P5GN","2023-04-09 01:50:45","staking","","currency","ETH",0.0000027508,0,0.0001086671
"LHR7UN-WIVYE-5PQ5MX","STMYKUA-C4EFT-EZUQ4X","2023-04-09 02:20:09","staking","","currency","ETH2",0.0000106616,0,0.0017046829
"L7D355-LJ7GA-IYRDGK","STRHA34-HQRTZ-VURKMW","2023-04-13 03:40:32","staking","","currency","XTZ.S",0.00000300,0,0.00325800
"LRB3SC-LANFC-7Q3SYX","STYJXR3-YL4V5-KNYVZB","2023-04-13 03:47:21","staking","","currency","GRT.S",0.0312496800,0,65.2537896200
"LIYQTU-5JHO4-QWP7UY","STF7WHU-FEUHF-CUWDH2","2023-04-16 01:51:30","staking","","currency","ETH",0.0000033534,0.0000005030,0.0001115175
